symbol,name,index_code,index_name,as_of_date,exchange
300418,昆仑万维,000300,沪深300,2026-04-24,深圳证券交易所
300433,蓝思科技,000300,沪深300,2026-04-24,深圳证券交易所
300442,润泽科技,000300,沪深300,2026-04-24,深圳证券交易所
300476,胜宏科技,000300,沪深300,2026-04-24,深圳证券交易所
300498,温氏股份,000300,沪深300,2026-04-24,深圳证券交易所
300502,新易盛,000300,沪深300,2026-04-24,深圳证券交易所
300628,亿联网络,000300,沪深300,2026-04-24,深圳证券交易所
300661,圣邦股份,000300,沪深300,2026-04-24,深圳证券交易所
300750,宁德时代,000300,沪深300,2026-04-24,深圳证券交易所
300759,康龙化成,000300,沪深300,2026-04-24,深圳证券交易所
300760,迈瑞医疗,000300,沪深300,2026-04-24,深圳证券交易所
300782,卓胜微,000300,沪深300,2026-04-24,深圳证券交易所
300803,指南针,000300,沪深300,2026-04-24,深圳证券交易所
300832,新产业,000300,沪深300,2026-04-24,深圳证券交易所
300866,安克创新,000300,沪深300,2026-04-24,深圳证券交易所
300896,爱美客,000300,沪深300,2026-04-24,深圳证券交易所
300979,华利集团,000300,沪深300,2026-04-24,深圳证券交易所
300999,金龙鱼,000300,沪深300,2026-04-24,深圳证券交易所
301236,软通动力,000300,沪深300,2026-04-24,深圳证券交易所
301269,华大九天,000300,沪深300,2026-04-24,深圳证券交易所
302132,中航成飞,000300,沪深300,2026-04-24,深圳证券交易所
600000,浦发银行,000300,沪深300,2026-04-24,上海证券交易所
600009,上海机场,000300,沪深300,2026-04-24,上海证券交易所
600010,包钢股份,000300,沪深300,2026-04-24,上海证券交易所
600011,华能国际,000300,沪深300,2026-04-24,上海证券交易所
600015,华夏银行,000300,沪深300,2026-04-24,上海证券交易所
600016,民生银行,000300,沪深300,2026-04-24,上海证券交易所
600018,上港集团,000300,沪深300,2026-04-24,上海证券交易所
600019,宝钢股份,000300,沪深300,2026-04-24,上海证券交易所
600023,浙能电力,000300,沪深300,2026-04-24,上海证券交易所
600025,华能水电,000300,沪深300,2026-04-24,上海证券交易所
600026,中远海能,000300,沪深300,2026-04-24,上海证券交易所
600027,华电国际,000300,沪深300,2026-04-24,上海证券交易所
600028,中国石化,000300,沪深300,2026-04-24,上海证券交易所
600029,南方航空,000300,沪深300,2026-04-24,上海证券交易所
600030,中信证券,000300,沪深300,2026-04-24,上海证券交易所
600031,三一重工,000300,沪深300,2026-04-24,上海证券交易所
600036,招商银行,000300,沪深300,2026-04-24,上海证券交易所
600039,四川路桥,000300,沪深300,2026-04-24,上海证券交易所
600048,保利发展,000300,沪深300,2026-04-24,上海证券交易所
600050,中国联通,000300,沪深300,2026-04-24,上海证券交易所
600061,国投资本,000300,沪深300,2026-04-24,上海证券交易所
600066,宇通客车,000300,沪深300,2026-04-24,上海证券交易所
600085,同仁堂,000300,沪深300,2026-04-24,上海证券交易所
600089,特变电工,000300,沪深300,2026-04-24,上海证券交易所
600104,上汽集团,000300,沪深300,2026-04-24,上海证券交易所
600111,北方稀土,000300,沪深300,2026-04-24,上海证券交易所
600115,中国东航,000300,沪深300,2026-04-24,上海证券交易所
600150,中国船舶,000300,沪深300,2026-04-24,上海证券交易所
600160,巨化股份,000300,沪深300,2026-04-24,上海证券交易所
600161,天坛生物,000300,沪深300,2026-04-24,上海证券交易所
600176,中国巨石,000300,沪深300,2026-04-24,上海证券交易所
600183,生益科技,000300,沪深300,2026-04-24,上海证券交易所
600188,兖矿能源,000300,沪深300,2026-04-24,上海证券交易所
600196,复星医药,000300,沪深300,2026-04-24,上海证券交易所
600219,南山铝业,000300,沪深300,2026-04-24,上海证券交易所
600233,圆通速递,000300,沪深300,2026-04-24,上海证券交易所
600276,恒瑞医药,000300,沪深300,2026-04-24,上海证券交易所
600309,万华化学,000300,沪深300,2026-04-24,上海证券交易所
600346,恒力石化,000300,沪深300,2026-04-24,上海证券交易所
600362,江西铜业,000300,沪深300,2026-04-24,上海证券交易所
600372,中航机载,000300,沪深300,2026-04-24,上海证券交易所
600377,宁沪高速,000300,沪深300,2026-04-24,上海证券交易所
600406,国电南瑞,000300,沪深300,2026-04-24,上海证券交易所
600415,小商品城,000300,沪深300,2026-04-24,上海证券交易所
600426,华鲁恒升,000300,沪深300,2026-04-24,上海证券交易所
600436,片仔癀,000300,沪深300,2026-04-24,上海证券交易所
600438,通威股份,000300,沪深300,2026-04-24,上海证券交易所
600460,士兰微,000300,沪深300,2026-04-24,上海证券交易所
600482,中国动力,000300,沪深300,2026-04-24,上海证券交易所
600489,中金黄金,000300,沪深300,2026-04-24,上海证券交易所
600515,海南机场,000300,沪深300,2026-04-24,上海证券交易所
600519,贵州茅台,000300,沪深300,2026-04-24,上海证券交易所
600522,中天科技,000300,沪深300,2026-04-24,上海证券交易所
600547,山东黄金,000300,沪深300,2026-04-24,上海证券交易所
600570,恒生电子,000300,沪深300,2026-04-24,上海证券交易所
600584,长电科技,000300,沪深300,2026-04-24,上海证券交易所
600585,海螺水泥,000300,沪深300,2026-04-24,上海证券交易所
600588,用友网络,000300,沪深300,2026-04-24,上海证券交易所
600600,青岛啤酒,000300,沪深300,2026-04-24,上海证券交易所
600660,福耀玻璃,000300,沪深300,2026-04-24,上海证券交易所
600674,川投能源,000300,沪深300,2026-04-24,上海证券交易所
600690,海尔智家,000300,沪深300,2026-04-24,上海证券交易所
600741,华域汽车,000300,沪深300,2026-04-24,上海证券交易所
600760,中航沈飞,000300,沪深300,2026-04-24,上海证券交易所
600795,国电电力,000300,沪深300,2026-04-24,上海证券交易所
600803,新奥股份,000300,沪深300,2026-04-24,上海证券交易所
600809,山西汾酒,000300,沪深300,2026-04-24,上海证券交易所
600845,宝信软件,000300,沪深300,2026-04-24,上海证券交易所
600875,东方电气,000300,沪深300,2026-04-24,上海证券交易所
600886,国投电力,000300,沪深300,2026-04-24,上海证券交易所
600887,伊利股份,000300,沪深300,2026-04-24,上海证券交易所
600893,航发动力,000300,沪深300,2026-04-24,上海证券交易所
600900,长江电力,000300,沪深300,2026-04-24,上海证券交易所
600905,三峡能源,000300,沪深300,2026-04-24,上海证券交易所
600918,中泰证券,000300,沪深300,2026-04-24,上海证券交易所
600919,江苏银行,000300,沪深300,2026-04-24,上海证券交易所
600926,杭州银行,000300,沪深300,2026-04-24,上海证券交易所
600930,华电新能,000300,沪深300,2026-04-24,上海证券交易所
600938,中国海油,000300,沪深300,2026-04-24,上海证券交易所
600941,中国移动,000300,沪深300,2026-04-24,上海证券交易所
600958,东方证券,000300,沪深300,2026-04-24,上海证券交易所
600989,宝丰能源,000300,沪深300,2026-04-24,上海证券交易所
600999,招商证券,000300,沪深300,2026-04-24,上海证券交易所
601006,大秦铁路,000300,沪深300,2026-04-24,上海证券交易所
601009,南京银行,000300,沪深300,2026-04-24,上海证券交易所
601012,隆基绿能,000300,沪深300,2026-04-24,上海证券交易所
601018,宁波港,000300,沪深300,2026-04-24,上海证券交易所
601021,春秋航空,000300,沪深300,2026-04-24,上海证券交易所
601058,赛轮轮胎,000300,沪深300,2026-04-24,上海证券交易所
601059,信达证券,000300,沪深300,2026-04-24,上海证券交易所
601066,中信建投,000300,沪深300,2026-04-24,上海证券交易所
601077,渝农商行,000300,沪深300,2026-04-24,上海证券交易所
601088,中国神华,000300,沪深300,2026-04-24,上海证券交易所
601100,恒立液压,000300,沪深300,2026-04-24,上海证券交易所
601111,中国国航,000300,沪深300,2026-04-24,上海证券交易所
601117,中国化学,000300,沪深300,2026-04-24,上海证券交易所
601127,赛力斯,000300,沪深300,2026-04-24,上海证券交易所
601136,首创证券,000300,沪深300,2026-04-24,上海证券交易所
601138,工业富联,000300,沪深300,2026-04-24,上海证券交易所
601166,兴业银行,000300,沪深300,2026-04-24,上海证券交易所
601169,北京银行,000300,沪深300,2026-04-24,上海证券交易所
601186,中国铁建,000300,沪深300,2026-04-24,上海证券交易所
601211,国泰海通,000300,沪深300,2026-04-24,上海证券交易所
601225,陕西煤业,000300,沪深300,2026-04-24,上海证券交易所
601229,上海银行,000300,沪深300,2026-04-24,上海证券交易所
601236,红塔证券,000300,沪深300,2026-04-24,上海证券交易所
601238,广汽集团,000300,沪深300,2026-04-24,上海证券交易所
601288,农业银行,000300,沪深300,2026-04-24,上海证券交易所
601298,青岛港,000300,沪深300,2026-04-24,上海证券交易所
601318,中国平安,000300,沪深300,2026-04-24,上海证券交易所
601319,中国人保,000300,沪深300,2026-04-24,上海证券交易所
601328,交通银行,000300,沪深300,2026-04-24,上海证券交易所
601336,新华保险,000300,沪深300,2026-04-24,上海证券交易所
601360,三六零,000300,沪深300,2026-04-24,上海证券交易所
601377,兴业证券,000300,沪深300,2026-04-24,上海证券交易所
601390,中国中铁,000300,沪深300,2026-04-24,上海证券交易所
601398,工商银行,000300,沪深300,2026-04-24,上海证券交易所
601456,国联民生,000300,沪深300,2026-04-24,上海证券交易所
601600,中国铝业,000300,沪深300,2026-04-24,上海证券交易所
601601,中国太保,000300,沪深300,2026-04-24,上海证券交易所
601607,上海医药,000300,沪深300,2026-04-24,上海证券交易所
601618,中国中冶,000300,沪深300,2026-04-24,上海证券交易所
601628,中国人寿,000300,沪深300,2026-04-24,上海证券交易所
601633,长城汽车,000300,沪深300,2026-04-24,上海证券交易所
601658,邮储银行,000300,沪深300,2026-04-24,上海证券交易所
601668,中国建筑,000300,沪深300,2026-04-24,上海证券交易所
601669,中国电建,000300,沪深300,2026-04-24,上海证券交易所
601688,华泰证券,000300,沪深300,2026-04-24,上海证券交易所
601689,拓普集团,000300,沪深300,2026-04-24,上海证券交易所
601698,中国卫通,000300,沪深300,2026-04-24,上海证券交易所
601728,中国电信,000300,沪深300,2026-04-24,上海证券交易所
601766,中国中车,000300,沪深300,2026-04-24,上海证券交易所
601788,光大证券,000300,沪深300,2026-04-24,上海证券交易所
601800,中国交建,000300,沪深300,2026-04-24,上海证券交易所
601808,中海油服,000300,沪深300,2026-04-24,上海证券交易所
601816,京沪高铁,000300,沪深300,2026-04-24,上海证券交易所
601818,光大银行,000300,沪深300,2026-04-24,上海证券交易所
601825,沪农商行,000300,沪深300,2026-04-24,上海证券交易所
601838,成都银行,000300,沪深300,2026-04-24,上海证券交易所
601857,中国石油,000300,沪深300,2026-04-24,上海证券交易所
601868,中国能建,000300,沪深300,2026-04-24,上海证券交易所
601872,招商轮船,000300,沪深300,2026-04-24,上海证券交易所
601877,正泰电器,000300,沪深300,2026-04-24,上海证券交易所
601878,浙商证券,000300,沪深300,2026-04-24,上海证券交易所
601881,中国银河,000300,沪深300,2026-04-24,上海证券交易所
601888,中国中免,000300,沪深300,2026-04-24,上海证券交易所
601898,中煤能源,000300,沪深300,2026-04-24,上海证券交易所
601899,紫金矿业,000300,沪深300,2026-04-24,上海证券交易所
601901,方正证券,000300,沪深300,2026-04-24,上海证券交易所
601916,浙商银行,000300,沪深300,2026-04-24,上海证券交易所
601919,中远海控,000300,沪深300,2026-04-24,上海证券交易所
601939,建设银行,000300,沪深300,2026-04-24,上海证券交易所
601985,中国核电,000300,沪深300,2026-04-24,上海证券交易所
601988,中国银行,000300,沪深300,2026-04-24,上海证券交易所
601995,中金公司,000300,沪深300,2026-04-24,上海证券交易所
601998,中信银行,000300,沪深300,2026-04-24,上海证券交易所
603019,中科曙光,000300,沪深300,2026-04-24,上海证券交易所
603195,公牛集团,000300,沪深300,2026-04-24,上海证券交易所
603259,药明康德,000300,沪深300,2026-04-24,上海证券交易所
603260,合盛硅业,000300,沪深300,2026-04-24,上海证券交易所
603288,海天味业,000300,沪深300,2026-04-24,上海证券交易所
603296,华勤技术,000300,沪深300,2026-04-24,上海证券交易所
603369,今世缘,000300,沪深300,2026-04-24,上海证券交易所
603392,万泰生物,000300,沪深300,2026-04-24,上海证券交易所
603501,豪威集团,000300,沪深300,2026-04-24,上海证券交易所
603799,华友钴业,000300,沪深300,2026-04-24,上海证券交易所
603893,瑞芯微,000300,沪深300,2026-04-24,上海证券交易所
603986,兆易创新,000300,沪深300,2026-04-24,上海证券交易所
603993,洛阳钼业,000300,沪深300,2026-04-24,上海证券交易所
605117,德业股份,000300,沪深300,2026-04-24,上海证券交易所
605499,东鹏饮料,000300,沪深300,2026-04-24,上海证券交易所
688008,澜起科技,000300,沪深300,2026-04-24,上海证券交易所
688009,中国通号,000300,沪深300,2026-04-24,上海证券交易所
688012,中微公司,000300,沪深300,2026-04-24,上海证券交易所
688036,传音控股,000300,沪深300,2026-04-24,上海证券交易所
688041,海光信息,000300,沪深300,2026-04-24,上海证券交易所
688047,龙芯中科,000300,沪深300,2026-04-24,上海证券交易所
688082,盛美上海,000300,沪深300,2026-04-24,上海证券交易所
688111,金山办公,000300,沪深300,2026-04-24,上海证券交易所
688126,沪硅产业,000300,沪深300,2026-04-24,上海证券交易所
688169,石头科技,000300,沪深300,2026-04-24,上海证券交易所
688187,时代电气,000300,沪深300,2026-04-24,上海证券交易所
688223,晶科能源,000300,沪深300,2026-04-24,上海证券交易所
688256,寒武纪,000300,沪深300,2026-04-24,上海证券交易所
688271,联影医疗,000300,沪深300,2026-04-24,上海证券交易所
688303,大全能源,000300,沪深300,2026-04-24,上海证券交易所
688396,华润微,000300,沪深300,2026-04-24,上海证券交易所
688472,阿特斯,000300,沪深300,2026-04-24,上海证券交易所
688506,百利天恒,000300,沪深300,2026-04-24,上海证券交易所
688981,中芯国际,000300,沪深300,2026-04-24,上海证券交易所
